Age,Attrition,Department,EmployeeNumber,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime
37,No,Research & Development,1062,Female,2,Healthcare Representative,Single,4107,13848,No
40,No,Sales,1066,Male,2,Sales Executive,Married,8396,22217,No
26,No,Research & Development,1068,Female,1,Research Scientist,Divorced,2007,25265,No
46,No,Research & Development,1069,Male,5,Research Director,Divorced,19627,21445,No
54,No,Sales,1070,Female,3,Sales Executive,Married,10686,8392,No
56,No,Research & Development,1071,Female,1,Research Scientist,Married,2942,12154,No
36,No,Research & Development,1073,Female,3,Manufacturing Director,Single,8858,15669,No
55,No,Research & Development,1074,Male,4,Manager,Single,16756,17323,No
43,No,Sales,1076,Male,3,Sales Executive,Divorced,10798,5268,No
20,Yes,Sales,1077,Female,1,Sales Representative,Single,2323,17205,Yes
21,Yes,Research & Development,1079,Female,1,Laboratory Technician,Single,1416,17258,No
46,No,Research & Development,1080,Female,2,Research Scientist,Divorced,4615,21029,Yes
51,Yes,Research & Development,1081,Male,1,Research Scientist,Married,2461,10332,Yes
28,Yes,Research & Development,1082,Male,3,Healthcare Representative,Single,8722,12355,No
26,No,Research & Development,1083,Male,1,Laboratory Technician,Married,3955,11141,No
30,No,Research & Development,1084,Male,2,Manufacturing Director,Married,9957,9096,No
41,No,Research & Development,1085,Female,1,Research Scientist,Married,3376,18863,No
38,No,Research & Development,1088,Female,3,Healthcare Representative,Married,8823,24608,No
40,No,Research & Development,1092,Male,3,Healthcare Representative,Married,10322,26542,No
27,No,Research & Development,1094,Male,1,Laboratory Technician,Married,4621,5869,No
55,No,Research & Development,1096,Male,3,Manufacturing Director,Married,10976,15813,No
28,No,Research & Development,1097,Female,2,Research Scientist,Single,3660,7909,No
44,Yes,Human Resources,1098,Male,3,Human Resources,Married,10482,2326,No
33,No,Research & Development,1099,Male,3,Healthcare Representative,Divorced,7119,21214,No
35,Yes,Sales,1100,Male,3,Sales Executive,Single,9582,10333,Yes
33,Yes,Research & Development,1101,Female,2,Research Scientist,Single,4508,3129,No
28,No,Research & Development,1102,Male,1,Laboratory Technician,Divorced,2207,22482,No
34,No,Research & Development,1103,Male,2,Healthcare Representative,Single,7756,22266,No
37,No,Sales,1105,Female,2,Sales Executive,Divorced,6694,24223,Yes
25,Yes,Research & Development,1106,Male,1,Laboratory Technician,Married,3691,4605,Yes
26,Yes,Research & Development,1107,Male,1,Laboratory Technician,Divorced,2377,19373,No
33,Yes,Research & Development,1108,Male,1,Research Scientist,Single,2313,2993,Yes
42,No,Research & Development,1109,Male,4,Manager,Married,17665,14399,No
28,Yes,Research & Development,1111,Male,1,Laboratory Technician,Divorced,2596,7160,No
50,Yes,Sales,1113,Male,2,Sales Executive,Single,4728,17251,Yes
33,No,Sales,1114,Female,2,Sales Executive,Married,4302,13401,No
34,No,Research & Development,1115,Male,1,Research Scientist,Married,2979,22478,No
48,No,Research & Development,1116,Male,4,Manager,Single,16885,16154,No
45,No,Sales,1117,Female,2,Sales Executive,Married,5593,17970,No
52,No,Research & Development,1118,Male,3,Healthcare Representative,Single,10445,15322,No
38,No,Sales,1119,Male,3,Sales Executive,Divorced,8740,5569,Yes
29,No,Research & Development,1120,Female,1,Research Scientist,Divorced,2514,26968,No
28,No,Research & Development,1121,Female,3,Manufacturing Director,Divorced,7655,8039,No
46,No,Sales,1124,Male,4,Manager,Married,17465,15596,No
38,No,Sales,1125,Male,3,Sales Executive,Single,7351,20619,No
43,No,Research & Development,1126,Female,3,Manufacturing Director,Married,10820,11535,No
39,Yes,Research & Development,1127,Male,4,Healthcare Representative,Divorced,12169,13547,No
40,No,Research & Development,1128,Male,5,Research Director,Single,19626,17544,No
21,No,Research & Development,1131,Female,1,Research Scientist,Single,2070,25326,Yes
39,No,Research & Development,1132,Male,2,Laboratory Technician,Single,6782,8770,No
36,No,Research & Development,1133,Male,2,Manufacturing Director,Single,7779,23238,No
31,No,Sales,1135,Male,1,Sales Representative,Married,2791,21981,No
28,No,Research & Development,1136,Male,1,Research Scientist,Married,3201,19911,No
35,No,Sales,1137,Male,2,Sales Executive,Divorced,4968,18500,No
49,No,Sales,1138,Male,4,Sales Executive,Married,13120,11879,No
34,No,Research & Development,1140,Male,2,Manufacturing Director,Single,4033,15834,No
29,No,Research & Development,1143,Female,1,Research Scientist,Divorced,3291,17940,No
42,No,Research & Development,1148,Male,2,Laboratory Technician,Single,4272,9558,No
29,No,Research & Development,1150,Male,2,Manufacturing Director,Married,5056,17689,Yes
38,No,Human Resources,1152,Male,1,Human Resources,Married,2844,6004,No
28,No,Research & Development,1154,Male,1,Research Scientist,Divorced,2703,22088,Yes
18,Yes,Research & Development,1156,Male,1,Laboratory Technician,Single,1904,13556,No
33,Yes,Sales,1157,Female,2,Sales Executive,Single,8224,18385,Yes
41,No,Research & Development,1158,Male,1,Laboratory Technician,Married,4766,9051,Yes
31,Yes,Research & Development,1160,Male,1,Laboratory Technician,Married,2610,6233,No
37,No,Research & Development,1161,Female,2,Healthcare Representative,Divorced,5731,17171,No
27,No,Research & Development,1162,Male,1,Research Scientist,Married,2539,7950,No
34,No,Sales,1163,Female,2,Sales Executive,Married,5714,5829,No
35,No,Human Resources,1164,Male,1,Human Resources,Single,4323,7108,No
29,Yes,Sales,1165,Female,3,Sales Executive,Married,7336,11162,No
40,No,Research & Development,1166,Female,3,Research Director,Single,13499,13782,No
42,Yes,Sales,1167,Male,4,Sales Executive,Single,13758,2447,Yes
42,No,Sales,1171,Male,2,Sales Executive,Single,5155,2253,No
35,No,Research & Development,1172,Male,1,Laboratory Technician,Married,2258,16340,No
24,No,Research & Development,1173,Male,1,Laboratory Technician,Single,3597,6409,No
28,Yes,Research & Development,1175,Female,1,Laboratory Technician,Married,2515,22955,Yes
26,No,Research & Development,1177,Male,1,Laboratory Technician,Married,4420,13421,No
30,No,Sales,1179,Male,2,Sales Executive,Married,6578,2706,No
40,No,Research & Development,1180,Female,2,Research Scientist,Married,4422,21203,Yes
35,No,Research & Development,1182,Male,3,Manufacturing Director,Divorced,10274,19588,No
34,No,Research & Development,1184,Male,2,Healthcare Representative,Single,5343,25755,No
35,No,Research & Development,1185,Male,1,Laboratory Technician,Married,2376,26537,No
43,Yes,Sales,1188,Female,2,Sales Executive,Single,5346,9489,No
32,No,Sales,1190,Female,1,Sales Representative,Divorced,2827,14947,No
56,No,Research & Development,1191,Female,5,Manager,Divorced,19943,18575,No
29,No,Research & Development,1192,Female,1,Laboratory Technician,Married,3131,26342,No
19,No,Research & Development,1193,Male,1,Research Scientist,Single,2552,7172,No
45,No,Research & Development,1195,Female,1,Research Scientist,Married,4477,20100,Yes
37,No,Research & Development,1196,Female,2,Manufacturing Director,Married,6474,9961,No
20,No,Research & Development,1198,Male,1,Laboratory Technician,Single,3033,12828,No
44,Yes,Research & Development,1200,Male,1,Research Scientist,Single,2936,10826,Yes
53,No,Research & Development,1201,Female,5,Manager,Divorced,18606,18640,No
29,No,Research & Development,1202,Female,1,Research Scientist,Married,2168,26933,Yes
22,Yes,Research & Development,1203,Male,1,Research Scientist,Married,2853,4223,Yes
46,No,Sales,1204,Female,4,Manager,Married,17048,24097,No
44,No,Research & Development,1206,Male,1,Research Scientist,Single,2290,4279,No
33,No,Human Resources,1207,Male,1,Human Resources,Married,3600,8429,No
41,Yes,Research & Development,1210,Male,1,Research Scientist,Divorced,2107,20293,No
30,No,Sales,1211,Male,2,Sales Executive,Divorced,4115,13192,No
40,No,Sales,1212,Male,2,Sales Executive,Married,4327,25440,No
50,No,Research & Development,1215,Female,4,Manager,Married,17856,9490,No
28,No,Research & Development,1216,Male,1,Laboratory Technician,Married,3196,12449,No
46,No,Research & Development,1217,Male,5,Research Director,Married,19081,10849,No
35,No,Sales,1218,Male,2,Sales Executive,Married,8966,21026,Yes
24,Yes,Research & Development,1219,Female,1,Laboratory Technician,Married,2210,3372,No
33,No,Sales,1220,Female,2,Sales Executive,Married,4539,4905,No
36,No,Research & Development,1221,Male,1,Laboratory Technician,Divorced,2741,6865,No
30,No,Research & Development,1224,Male,2,Laboratory Technician,Divorced,3491,11309,No
44,No,Research & Development,1225,Male,2,Research Scientist,Single,4541,7744,No
20,No,Sales,1226,Male,1,Sales Representative,Single,2678,5050,No
46,No,Research & Development,1228,Male,2,Manufacturing Director,Divorced,7379,17433,No
42,No,Human Resources,1231,Male,2,Human Resources,Married,6272,12858,No
60,No,Sales,1233,Male,2,Sales Executive,Divorced,5220,10893,Yes
32,No,Research & Development,1234,Female,1,Laboratory Technician,Married,2743,7331,No
32,No,Research & Development,1235,Female,2,Research Scientist,Single,4998,2338,Yes
36,No,Research & Development,1237,Female,3,Manufacturing Director,Divorced,10252,4235,Yes
33,No,Research & Development,1238,Male,1,Research Scientist,Married,2781,6311,No
40,No,Sales,1239,Female,2,Sales Executive,Divorced,6852,11591,No
25,No,Sales,1240,Male,2,Sales Executive,Single,4950,20623,No
30,No,Research & Development,1241,Male,1,Research Scientist,Married,3579,9369,Yes
42,No,Research & Development,1242,Female,3,Research Director,Married,13191,23281,Yes
35,No,Sales,1243,Female,3,Sales Executive,Married,10377,13755,Yes
27,No,Research & Development,1244,Male,1,Research Scientist,Married,2235,14377,Yes
54,No,Research & Development,1245,Female,3,Manufacturing Director,Divorced,10502,9659,No
44,No,Research & Development,1246,Female,1,Research Scientist,Married,2011,19982,No
19,Yes,Research & Development,1248,Female,1,Research Scientist,Single,1859,6148,Yes
29,No,Research & Development,1249,Female,1,Research Scientist,Divorced,3760,5598,No
54,No,Research & Development,1250,Male,4,Research Director,Married,17779,23474,No
31,No,Research & Development,1251,Male,2,Healthcare Representative,Married,6833,17089,Yes
31,No,Research & Development,1252,Female,2,Healthcare Representative,Single,6812,17198,No
59,No,Sales,1254,Female,2,Sales Executive,Single,5171,16490,No
43,No,Research & Development,1255,Male,5,Research Director,Married,19740,18625,No
49,No,Research & Development,1256,Male,5,Manager,Married,18711,12124,No
36,No,Research & Development,1257,Male,1,Research Scientist,Married,3692,9256,No
48,No,Research & Development,1258,Male,1,Laboratory Technician,Single,2559,16620,No
27,No,Research & Development,1259,Male,1,Research Scientist,Divorced,2517,3208,No
29,No,Research & Development,1260,Male,2,Healthcare Representative,Divorced,6623,4204,Yes
48,No,Research & Development,1263,Male,5,Research Director,Single,18265,8733,No
29,No,Research & Development,1264,Female,4,Research Director,Divorced,16124,3423,No
34,No,Research & Development,1265,Female,1,Research Scientist,Married,2585,21643,No
44,No,Sales,1267,Male,5,Manager,Married,18213,8751,No
33,No,Sales,1268,Male,3,Sales Executive,Divorced,8380,21708,Yes
19,No,Research & Development,1269,Female,1,Research Scientist,Single,2994,21221,Yes
23,No,Research & Development,1270,Male,1,Research Scientist,Married,1223,16901,No
25,Yes,Sales,1273,Male,1,Sales Representative,Single,1118,8040,Yes
26,No,Research & Development,1275,Male,1,Research Scientist,Single,2875,9973,Yes
45,Yes,Sales,1277,Female,5,Manager,Single,18824,2493,Yes
55,No,Research & Development,1278,Male,4,Healthcare Representative,Divorced,13577,25592,Yes
21,Yes,Research & Development,1279,Female,1,Laboratory Technician,Single,2625,25308,No
46,No,Sales,1280,Female,5,Manager,Married,18789,9946,No
34,No,Sales,1281,Female,2,Sales Executive,Single,4538,6039,Yes
51,No,Sales,1282,Male,5,Manager,Divorced,19847,19196,Yes
59,No,Research & Development,1283,Male,3,Manufacturing Director,Single,10512,20002,No
34,No,Research & Development,1285,Female,2,Laboratory Technician,Divorced,4444,22534,No
28,No,Research & Development,1286,Male,1,Laboratory Technician,Single,2154,6842,Yes
44,No,Research & Development,1288,Male,5,Manager,Divorced,19190,17477,No
34,No,Human Resources,1289,Male,2,Human Resources,Married,4490,21833,No
35,No,Research & Development,1291,Male,1,Research Scientist,Married,3506,6020,Yes
42,No,Research & Development,1292,Female,2,Research Scientist,Married,2372,5628,Yes
43,No,Sales,1293,Female,3,Sales Executive,Single,10231,20364,No
36,No,Research & Development,1294,Female,2,Manufacturing Director,Single,5410,2323,Yes
44,Yes,Research & Development,1295,Female,3,Healthcare Representative,Married,7978,14075,No
28,No,Research & Development,1296,Male,1,Laboratory Technician,Married,3867,14222,Yes
51,No,Research & Development,1297,Female,1,Laboratory Technician,Single,2838,4257,No
30,No,Research & Development,1298,Female,2,Manufacturing Director,Single,4695,12858,Yes
29,Yes,Research & Development,1299,Female,1,Laboratory Technician,Divorced,3339,17285,Yes
28,No,Research & Development,1301,Male,1,Research Scientist,Single,2080,4732,No
25,No,Research & Development,1303,Female,1,Research Scientist,Single,2096,18830,No
32,No,Sales,1304,Male,2,Sales Executive,Married,6209,11693,No
45,No,Research & Development,1306,Female,5,Manager,Single,18061,13035,No
39,No,Research & Development,1307,Female,4,Manager,Divorced,17123,17334,Yes
58,No,Research & Development,1308,Male,1,Research Scientist,Divorced,2372,26076,No
32,Yes,Research & Development,1309,Male,2,Laboratory Technician,Married,4883,22845,No
39,Yes,Research & Development,1310,Male,1,Research Scientist,Single,3904,22154,No
30,No,Research & Development,1311,Female,2,Laboratory Technician,Married,4627,23631,No
36,No,Research & Development,1312,Female,3,Healthcare Representative,Married,7094,5747,No
46,No,Human Resources,1314,Female,1,Human Resources,Single,3423,22957,No
28,No,Research & Development,1315,Female,2,Laboratory Technician,Married,6674,16392,No
50,No,Research & Development,1317,Female,4,Research Director,Married,16880,22422,Yes
40,Yes,Sales,1318,Male,3,Sales Executive,Single,9094,17235,Yes
52,Yes,Sales,1319,Male,3,Sales Executive,Single,8446,21534,Yes
30,No,Research & Development,1321,Female,3,Manager,Married,11916,25927,Yes
39,No,Research & Development,1322,Male,2,Manufacturing Director,Single,4534,13352,No
31,No,Sales,1324,Female,3,Sales Executive,Divorced,9852,8935,Yes
41,No,Sales,1329,Male,2,Sales Executive,Single,6151,22074,No
31,Yes,Sales,1331,Female,1,Sales Representative,Single,2302,8319,Yes
44,Yes,Research & Development,1333,Male,1,Laboratory Technician,Married,2362,14669,No
42,No,Research & Development,1334,Male,4,Manager,Married,17861,26582,Yes
55,No,Research & Development,1336,Female,5,Manager,Married,19187,6992,No
56,No,Human Resources,1338,Male,5,Manager,Single,19717,4022,No
40,No,Research & Development,1340,Male,1,Research Scientist,Divorced,3544,8532,No
34,No,Research & Development,1344,Male,3,Healthcare Representative,Divorced,8500,5494,No
40,No,Research & Development,1346,Male,2,Research Scientist,Single,4661,22455,No
41,No,Sales,1349,Female,2,Sales Executive,Divorced,4103,4297,No
35,No,Research & Development,1350,Male,2,Research Scientist,Single,4249,2690,Yes
51,No,Human Resources,1352,Male,4,Manager,Divorced,14026,17588,Yes
38,No,Sales,1355,Female,2,Sales Executive,Divorced,6893,19461,No
34,No,Sales,1356,Female,2,Sales Executive,Single,6125,23553,No
25,No,Research & Development,1358,Male,1,Laboratory Technician,Married,3669,9075,No
58,Yes,Research & Development,1360,Female,3,Manufacturing Director,Married,10008,12023,Yes
40,No,Research & Development,1361,Male,1,Laboratory Technician,Married,2387,6762,No
36,No,Sales,1362,Female,2,Sales Executive,Married,4639,2261,No
48,No,Research & Development,1363,Male,3,Manufacturing Director,Single,7898,18706,No
27,No,Sales,1364,Female,1,Sales Representative,Married,2534,6527,No
51,No,Research & Development,1367,Female,4,Manufacturing Director,Single,13142,24439,No
18,No,Research & Development,1368,Female,1,Laboratory Technician,Single,1611,19305,No
35,No,Research & Development,1369,Female,2,Laboratory Technician,Married,5363,10846,No
27,No,Sales,1371,Male,2,Sales Executive,Single,5071,20392,No
55,Yes,Sales,1372,Male,4,Sales Executive,Single,13695,9277,Yes
56,No,Research & Development,1373,Male,4,Manufacturing Director,Married,13402,18235,Yes
34,No,Research & Development,1374,Female,1,Research Scientist,Divorced,2029,15891,No
40,No,Research & Development,1375,Female,2,Healthcare Representative,Divorced,6377,13888,No
34,No,Research & Development,1377,Male,2,Laboratory Technician,Married,5429,17491,No
31,Yes,Sales,1379,Female,1,Sales Representative,Single,2785,11882,No
35,Yes,Sales,1380,Female,2,Sales Executive,Married,4614,23288,Yes
38,No,Research & Development,1382,Male,1,Research Scientist,Divorced,2610,15748,No
34,No,Research & Development,1383,Female,2,Healthcare Representative,Single,6687,6163,No
28,No,Sales,1387,Male,2,Sales Executive,Married,4724,24232,No
31,Yes,Research & Development,1389,Male,2,Manufacturing Director,Married,6179,21057,Yes
39,No,Sales,1390,Male,2,Sales Executive,Married,6120,3567,Yes
51,No,Sales,1391,Male,3,Sales Executive,Married,10596,15395,No
41,No,Research & Development,1392,Female,2,Research Scientist,Divorced,5467,13953,Yes
37,No,Research & Development,1394,Male,1,Research Scientist,Married,2996,5182,Yes
33,No,Sales,1395,Male,2,Sales Executive,Married,9998,19293,No
32,No,Sales,1396,Male,2,Sales Executive,Married,4078,20497,Yes
39,No,Research & Development,1397,Male,3,Healthcare Representative,Married,10920,3449,No
25,No,Sales,1399,Male,2,Sales Executive,Married,6232,12477,No
52,No,Research & Development,1401,Female,4,Manufacturing Director,Married,13247,9731,Yes
43,No,Research & Development,1402,Female,2,Research Scientist,Single,4081,20003,Yes
27,No,Sales,1403,Female,2,Sales Executive,Married,5769,7100,Yes
27,Yes,Research & Development,1405,Female,1,Research Scientist,Single,2394,25681,Yes
26,No,Research & Development,1407,Male,1,Research Scientist,Single,3904,4050,No
42,No,Human Resources,1408,Female,4,Manager,Married,16799,16616,No
52,No,Research & Development,1409,Female,1,Laboratory Technician,Married,2950,17363,No
37,No,Research & Development,1411,Female,1,Laboratory Technician,Single,3629,19106,No
35,No,Research & Development,1412,Male,3,Manufacturing Director,Single,9362,19944,No
25,No,Research & Development,1415,Male,1,Laboratory Technician,Married,3229,4910,No
26,No,Research & Development,1417,Male,1,Laboratory Technician,Single,3578,23577,No
29,No,Human Resources,1419,Male,3,Human Resources,Single,7988,9769,No
49,Yes,Research & Development,1420,Male,2,Laboratory Technician,Single,4284,22710,No
29,Yes,Research & Development,1421,Female,3,Healthcare Representative,Single,7553,22930,Yes
54,No,Research & Development,1422,Female,4,Research Director,Single,17328,5652,No
58,No,Research & Development,1423,Female,5,Research Director,Married,19701,22456,Yes
55,No,Research & Development,1424,Male,4,Research Director,Divorced,14732,12414,No
36,No,Sales,1425,Female,2,Sales Executive,Single,9278,20763,Yes
31,Yes,Sales,1427,Female,1,Sales Representative,Single,1359,16154,No
30,No,Sales,1428,Female,2,Sales Executive,Divorced,4779,12761,No
31,No,Research & Development,1430,Female,4,Research Director,Single,16422,8847,No
34,No,Research & Development,1431,Male,1,Research Scientist,Divorced,2996,20284,No
31,Yes,Research & Development,1433,Female,1,Research Scientist,Single,1261,22262,No
27,No,Research & Development,1434,Male,1,Laboratory Technician,Married,2099,7679,No
36,No,Research & Development,1435,Male,2,Laboratory Technician,Single,5810,22604,No
36,No,Sales,1436,Female,2,Sales Executive,Married,5647,13494,No
47,No,Research & Development,1438,Male,1,Research Scientist,Married,3420,10205,No
25,Yes,Sales,1439,Male,1,Sales Representative,Married,4400,15182,No
37,No,Research & Development,1440,Male,1,Laboratory Technician,Single,3500,25470,No
56,No,Research & Development,1441,Female,1,Research Scientist,Married,2066,10494,No
47,No,Research & Development,1443,Female,4,Research Director,Married,17169,26703,No
24,No,Sales,1445,Female,2,Sales Executive,Married,4162,15211,Yes
32,No,Sales,1446,Male,2,Sales Executive,Married,9204,23343,No
34,No,Research & Development,1447,Female,1,Laboratory Technician,Married,3294,3708,No
41,No,Research & Development,1448,Male,1,Research Scientist,Married,2127,5561,Yes
40,No,Research & Development,1449,Male,2,Laboratory Technician,Divorced,3975,23099,No
31,No,Sales,1453,Male,3,Sales Executive,Divorced,10793,8386,No
46,Yes,Sales,1457,Male,3,Sales Executive,Divorced,10096,15986,No
39,Yes,Research & Development,1458,Female,1,Laboratory Technician,Single,3646,17181,Yes
31,Yes,Research & Development,1459,Female,3,Manufacturing Director,Single,7446,8931,No
45,No,Research & Development,1460,Male,3,Healthcare Representative,Divorced,10851,19863,Yes
31,No,Human Resources,1461,Female,1,Human Resources,Single,2109,24609,No
31,Yes,Research & Development,1464,Male,1,Laboratory Technician,Married,3722,21081,Yes
45,No,Research & Development,1465,Male,3,Manufacturing Director,Married,9380,14720,Yes
48,No,Sales,1466,Male,2,Sales Executive,Divorced,5486,24795,No
34,Yes,Human Resources,1467,Female,1,Human Resources,Married,2742,3072,No
40,No,Research & Development,1468,Male,3,Research Director,Divorced,13757,25178,No
28,No,Sales,1469,Male,2,Sales Executive,Single,8463,23490,No
44,No,Research & Development,1471,Male,1,Laboratory Technician,Single,3162,7973,No
53,No,Research & Development,1472,Male,4,Research Director,Single,16598,19764,No
49,No,Research & Development,1473,Male,2,Healthcare Representative,Married,6651,21534,No
40,No,Research & Development,1474,Male,1,Research Scientist,Divorced,2345,8045,No
44,No,Research & Development,1475,Male,1,Research Scientist,Single,3420,21158,No
33,No,Sales,1477,Male,2,Sales Executive,Married,4373,17456,No
34,No,Sales,1478,Male,2,Sales Executive,Single,4759,15891,No
30,No,Sales,1479,Male,2,Sales Executive,Married,5301,2939,No
42,No,Research & Development,1480,Female,1,Laboratory Technician,Single,3673,16458,No
44,No,Sales,1481,Female,2,Sales Executive,Married,4768,9282,No
30,No,Research & Development,1482,Male,1,Research Scientist,Divorced,1274,7152,No
57,No,Research & Development,1483,Male,2,Research Scientist,Married,4900,2721,No
49,No,Research & Development,1484,Male,3,Healthcare Representative,Divorced,10466,20948,No
34,No,Research & Development,1485,Male,4,Research Director,Divorced,17007,11929,No
28,Yes,Sales,1486,Male,1,Sales Representative,Married,2909,15747,No
29,Yes,Sales,1487,Female,2,Sales Executive,Single,5765,17485,No
34,Yes,Sales,1489,Female,2,Sales Executive,Single,4599,7815,Yes
35,No,Sales,1492,Male,1,Sales Representative,Married,2404,16192,No
24,Yes,Research & Development,1494,Male,1,Laboratory Technician,Single,3172,16998,Yes
24,No,Sales,1495,Female,1,Sales Representative,Married,2033,7103,No
44,No,Research & Development,1496,Male,3,Manufacturing Director,Single,10209,19719,Yes
29,No,Sales,1497,Male,2,Sales Executive,Divorced,8620,23757,No
30,No,Human Resources,1499,Male,1,Human Resources,Divorced,2064,15428,No
55,No,Research & Development,1501,Male,2,Healthcare Representative,Married,4035,16143,Yes
33,No,Research & Development,1502,Female,1,Laboratory Technician,Married,3838,8192,No
47,No,Sales,1503,Female,2,Sales Executive,Married,4591,24200,Yes
28,Yes,Research & Development,1504,Male,1,Laboratory Technician,Single,2561,5355,No
28,No,Research & Development,1506,Male,1,Research Scientist,Divorced,1563,12530,No
28,No,Sales,1507,Male,2,Sales Executive,Single,4898,11827,No
49,No,Research & Development,1509,Female,2,Laboratory Technician,Married,4789,23070,No
29,No,Research & Development,1513,Female,1,Laboratory Technician,Married,3180,4668,No
28,No,Research & Development,1514,Male,2,Manufacturing Director,Married,6549,3173,No
33,No,Research & Development,1515,Male,2,Healthcare Representative,Single,6388,22049,Yes
32,No,Research & Development,1516,Male,3,Manager,Single,11244,21072,No
54,No,Research & Development,1520,Female,4,Manager,Divorced,16032,24456,No
29,Yes,Research & Development,1522,Male,1,Research Scientist,Single,2362,7568,No
44,No,Research & Development,1523,Male,4,Research Director,Married,16328,22074,No
39,No,Research & Development,1525,Female,3,Manufacturing Director,Single,8376,9150,No
46,No,Sales,1527,Female,4,Manager,Married,16606,11380,No
35,No,Research & Development,1529,Female,3,Healthcare Representative,Single,8606,21195,No
23,No,Research & Development,1533,Male,2,Laboratory Technician,Single,2272,24812,No
40,Yes,Research & Development,1534,Male,1,Laboratory Technician,Single,2018,21831,No
34,No,Sales,1535,Male,3,Sales Executive,Married,7083,12288,Yes
31,Yes,Research & Development,1537,Female,1,Research Scientist,Single,4084,4156,No
50,No,Research & Development,1539,Male,4,Research Director,Single,14411,24450,Yes
34,No,Sales,1541,Male,1,Sales Representative,Married,2308,4944,Yes
42,No,Research & Development,1542,Male,1,Laboratory Technician,Married,4841,24052,No
37,No,Research & Development,1543,Male,2,Research Scientist,Married,4285,3031,No
29,No,Research & Development,1544,Female,2,Healthcare Representative,Married,9715,7288,No
33,No,Research & Development,1545,Male,2,Manufacturing Director,Single,4320,24152,No
45,No,Research & Development,1546,Male,1,Research Scientist,Married,2132,4585,No
42,No,Research & Development,1547,Male,3,Healthcare Representative,Married,10124,18611,Yes
40,No,Sales,1548,Male,2,Sales Executive,Married,5473,19345,No
33,No,Research & Development,1549,Male,2,Laboratory Technician,Married,5207,22949,Yes
40,No,Human Resources,1550,Male,4,Manager,Single,16437,17381,Yes
24,No,Research & Development,1551,Male,1,Laboratory Technician,Divorced,2296,10036,No
40,No,Research & Development,1552,Male,2,Healthcare Representative,Divorced,4069,8841,Yes
45,No,Research & Development,1553,Male,3,Healthcare Representative,Divorced,7441,20933,No
35,No,Sales,1554,Female,1,Sales Representative,Married,2430,26204,No
32,No,Research & Development,1555,Female,2,Research Scientist,Married,5878,15624,No
36,No,Sales,1556,Male,1,Sales Representative,Single,2644,17001,Yes
48,No,Sales,1557,Female,2,Sales Executive,Divorced,6439,13693,No
29,No,Research & Development,1558,Male,1,Research Scientist,Married,2451,22376,No
33,No,Sales,1560,Male,2,Sales Executive,Married,6392,10589,No
30,Yes,Sales,1562,Male,2,Sales Executive,Married,9714,5323,No
38,No,Human Resources,1563,Male,2,Human Resources,Married,6077,14814,No
35,No,Research & Development,1564,Male,1,Laboratory Technician,Single,2450,21731,No
30,No,Sales,1568,Male,3,Sales Executive,Married,9250,17799,No
35,Yes,Research & Development,1569,Female,1,Laboratory Technician,Divorced,2074,26619,Yes
53,Yes,Research & Development,1572,Female,3,Manufacturing Director,Married,10169,14618,No
38,Yes,Research & Development,1573,Male,2,Manufacturing Director,Married,4855,7653,No
32,No,Research & Development,1574,Male,2,Research Scientist,Married,4087,25174,No
48,No,Research & Development,1576,Female,1,Research Scientist,Married,2367,16530,No
34,No,Research & Development,1577,Male,1,Research Scientist,Single,2972,22061,No
55,No,Sales,1578,Male,5,Manager,Married,19586,23037,No
34,No,Research & Development,1580,Male,2,Research Scientist,Married,5484,13008,No
26,No,Research & Development,1581,Female,1,Research Scientist,Married,2061,11133,No
38,No,Sales,1582,Male,2,Sales Executive,Married,9924,12355,No
38,No,Sales,1583,Female,2,Sales Executive,Single,4198,16379,No
36,No,Sales,1585,Female,2,Sales Executive,Single,6815,21447,No
29,No,Research & Development,1586,Male,1,Laboratory Technician,Single,4723,16213,Yes
35,No,Research & Development,1587,Female,2,Healthcare Representative,Single,6142,4223,Yes
39,No,Sales,1588,Male,3,Sales Executive,Married,8237,4658,No
29,No,Research & Development,1590,Male,2,Healthcare Representative,Divorced,8853,24483,No
50,No,Sales,1591,Male,5,Manager,Married,19331,19519,Yes
23,No,Research & Development,1592,Male,1,Research Scientist,Married,2073,12826,No
36,No,Research & Development,1594,Male,2,Laboratory Technician,Married,5562,19711,Yes
42,No,Research & Development,1595,Male,5,Manager,Single,19613,26362,No
35,No,Research & Development,1596,Male,2,Laboratory Technician,Married,3407,25348,No
34,No,Research & Development,1597,Male,2,Healthcare Representative,Married,5063,15332,No
40,No,Sales,1598,Female,2,Sales Executive,Married,4639,11262,No
43,No,Research & Development,1599,Male,1,Laboratory Technician,Divorced,4876,5855,No
35,No,Research & Development,1601,Male,1,Laboratory Technician,Married,2690,7713,No
46,No,Sales,1602,Male,4,Manager,Single,17567,3156,No
28,Yes,Research & Development,1604,Male,1,Laboratory Technician,Married,2408,7324,Yes
22,No,Research & Development,1605,Female,1,Research Scientist,Married,2814,10293,Yes
50,No,Research & Development,1606,Male,4,Healthcare Representative,Married,11245,20689,Yes
32,No,Research & Development,1607,Female,1,Research Scientist,Married,3312,18783,No
44,No,Research & Development,1608,Female,5,Research Director,Divorced,19049,3549,Yes
30,No,Research & Development,1609,Male,1,Research Scientist,Married,2141,5348,No
