Age,Attrition,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate
31,No,Sales,7,Life Sciences,941,Male,Sales Representative,3,Married,2329,11737
35,No,Research & Development,21,Life Sciences,942,Female,Healthcare Representative,4,Married,4014,19170
49,No,Research & Development,8,Other,944,Female,Laboratory Technician,2,Married,7403,22477
48,No,Research & Development,20,Medical,945,Male,Research Scientist,3,Married,2259,5543
31,No,Sales,20,Marketing,947,Female,Sales Executive,3,Married,6932,24406
36,No,Research & Development,7,Other,949,Male,Research Scientist,4,Single,4678,23293
38,No,Research & Development,1,Technical Degree,950,Female,Research Director,1,Married,13582,16292
32,No,Research & Development,1,Life Sciences,951,Female,Laboratory Technician,2,Married,2332,3974
25,Yes,Sales,19,Marketing,952,Male,Sales Representative,2,Married,2413,18798
40,No,Sales,10,Marketing,954,Male,Sales Executive,2,Divorced,9705,20652
26,No,Sales,1,Medical,956,Male,Sales Executive,1,Single,4294,11148
41,No,Research & Development,6,Medical,957,Male,Laboratory Technician,1,Single,4721,3119
36,No,Research & Development,2,Medical,958,Male,Laboratory Technician,3,Single,2519,12287
19,Yes,Sales,21,Other,959,Male,Sales Representative,2,Single,2121,9947
20,Yes,Research & Development,4,Technical Degree,960,Male,Laboratory Technician,1,Single,2973,13008
31,No,Research & Development,12,Medical,961,Female,Healthcare Representative,4,Married,5855,17369
40,No,Research & Development,9,Medical,964,Male,Research Scientist,2,Divorced,3617,25063
32,No,Research & Development,3,Medical,966,Female,Manufacturing Director,1,Married,6725,13554
36,Yes,Sales,3,Life Sciences,967,Male,Sales Executive,4,Married,10325,5518
33,No,Research & Development,1,Life Sciences,969,Female,Healthcare Representative,4,Single,6949,12291
37,Yes,Sales,1,Life Sciences,970,Male,Sales Executive,3,Married,10609,14922
45,No,Research & Development,4,Life Sciences,972,Male,Laboratory Technician,2,Married,4447,23163
29,No,Sales,20,Technical Degree,974,Female,Sales Representative,4,Married,2157,18203
35,No,Sales,18,Medical,975,Female,Sales Executive,3,Married,4601,6179
52,No,Research & Development,1,Life Sciences,976,Male,Manager,4,Married,17099,13829
58,Yes,Research & Development,2,Technical Degree,977,Male,Research Scientist,3,Single,2479,26227
53,No,Sales,2,Medical,981,Male,Manager,3,Divorced,14852,13938
30,No,Sales,8,Other,982,Male,Sales Executive,3,Divorced,7264,9977
38,No,Sales,10,Technical Degree,983,Female,Sales Executive,4,Single,5666,19899
35,No,Sales,3,Life Sciences,984,Male,Sales Executive,4,Divorced,7823,6812
39,No,Sales,2,Life Sciences,985,Male,Sales Executive,3,Single,7880,2560
40,Yes,Sales,24,Life Sciences,986,Female,Sales Executive,2,Single,13194,17071
47,No,Research & Development,16,Medical,987,Male,Manufacturing Director,3,Divorced,5067,6759
36,No,Sales,8,Technical Degree,990,Male,Sales Executive,4,Divorced,5079,25952
31,Yes,Research & Development,9,Medical,991,Male,Research Scientist,1,Single,2321,10322
33,No,Sales,17,Life Sciences,992,Male,Manager,3,Single,17444,20489
29,Yes,Research & Development,10,Life Sciences,994,Female,Research Scientist,1,Single,2404,11479
33,No,Research & Development,13,Life Sciences,995,Female,Research Scientist,4,Single,3452,17241
45,No,Research & Development,1,Medical,996,Female,Laboratory Technician,4,Divorced,2270,11005
50,No,Research & Development,1,Medical,997,Male,Research Director,4,Divorced,17399,6615
33,No,Research & Development,1,Other,998,Female,Healthcare Representative,2,Married,5488,20161
41,No,Research & Development,9,Medical,999,Male,Research Director,3,Divorced,19419,3735
27,No,Research & Development,16,Technical Degree,1001,Female,Laboratory Technician,2,Married,2811,12086
45,No,Research & Development,23,Life Sciences,1002,Male,Laboratory Technician,1,Married,3633,14039
47,No,Sales,4,Life Sciences,1003,Female,Sales Executive,4,Single,4163,8571
30,Yes,Research & Development,22,Life Sciences,1004,Female,Research Scientist,3,Married,2132,11539
50,No,Research & Development,24,Life Sciences,1005,Male,Manufacturing Director,3,Married,13973,4161
38,No,Research & Development,10,Medical,1006,Male,Research Scientist,3,Married,2684,12127
46,No,Research & Development,7,Medical,1007,Male,Manufacturing Director,3,Divorced,10845,24208
24,No,Research & Development,17,Medical,1009,Female,Manufacturing Director,3,Divorced,4377,24117
35,Yes,Research & Development,14,Other,1010,Male,Laboratory Technician,2,Divorced,3743,10074
31,No,Research & Development,1,Life Sciences,1011,Female,Manufacturing Director,1,Married,4148,11275
18,No,Research & Development,5,Life Sciences,1012,Male,Research Scientist,4,Single,1051,13493
54,No,Research & Development,17,Technical Degree,1013,Female,Manufacturing Director,3,Married,10739,13943
35,No,Research & Development,25,Medical,1014,Female,Healthcare Representative,3,Divorced,10388,6975
30,No,Research & Development,8,Life Sciences,1015,Female,Research Director,1,Married,11416,17802
20,Yes,Research & Development,11,Medical,1016,Female,Research Scientist,1,Single,2600,18275
30,Yes,Research & Development,5,Medical,1017,Female,Laboratory Technician,2,Single,2422,25725
26,No,Research & Development,2,Medical,1018,Male,Manufacturing Director,4,Married,5472,3334
22,No,Research & Development,8,Life Sciences,1019,Male,Laboratory Technician,1,Married,2451,6881
48,No,Research & Development,6,Life Sciences,1022,Male,Healthcare Representative,3,Single,4240,13119
48,No,Research & Development,4,Life Sciences,1024,Male,Healthcare Representative,3,Single,10999,22245
41,No,Research & Development,7,Medical,1025,Female,Manufacturing Director,3,Single,5003,23371
39,No,Research & Development,1,Life Sciences,1026,Female,Manufacturing Director,4,Married,12742,7060
27,No,Research & Development,2,Life Sciences,1027,Female,Manufacturing Director,4,Married,4227,4658
35,No,Research & Development,10,Other,1028,Male,Laboratory Technician,4,Divorced,3917,9541
42,No,Sales,5,Marketing,1029,Male,Manager,3,Married,18303,7770
50,No,Research & Development,9,Life Sciences,1030,Male,Laboratory Technician,4,Married,2380,20165
59,No,Research & Development,2,Life Sciences,1032,Female,Manufacturing Director,4,Single,13726,21829
37,Yes,Research & Development,11,Medical,1033,Female,Healthcare Representative,2,Married,4777,14382
55,No,Research & Development,18,Medical,1034,Male,Healthcare Representative,2,Married,6385,12992
41,No,Research & Development,7,Life Sciences,1035,Female,Research Director,3,Divorced,19973,20284
38,No,Sales,3,Life Sciences,1036,Male,Sales Executive,4,Single,6861,4981
26,Yes,Sales,29,Medical,1037,Male,Sales Executive,1,Single,4969,21813
52,Yes,Sales,2,Marketing,1038,Female,Manager,4,Married,19845,25846
44,No,Sales,28,Medical,1039,Female,Sales Executive,4,Married,13320,11737
50,No,Sales,1,Life Sciences,1040,Female,Sales Executive,3,Married,6347,24920
36,Yes,Research & Development,16,Life Sciences,1042,Female,Laboratory Technician,1,Single,2743,8269
39,No,Research & Development,22,Medical,1043,Female,Manufacturing Director,1,Single,10880,5083
33,No,Sales,8,Life Sciences,1044,Female,Sales Representative,4,Single,2342,21437
45,No,Sales,11,Life Sciences,1045,Female,Manager,4,Married,17650,5404
32,No,Research & Development,29,Medical,1046,Female,Laboratory Technician,3,Single,4025,11135
34,No,Sales,1,Marketing,1047,Male,Sales Executive,4,Divorced,9725,12278
59,No,Sales,1,Technical Degree,1048,Male,Manager,4,Married,11904,11038
45,No,Human Resources,24,Medical,1049,Male,Human Resources,2,Single,2177,8318
53,No,Sales,2,Marketing,1050,Female,Sales Executive,2,Married,7525,23537
36,Yes,Research & Development,15,Other,1052,Male,Laboratory Technician,3,Divorced,4834,7858
26,Yes,Research & Development,2,Life Sciences,1053,Male,Research Scientist,1,Married,2042,15346
34,No,Sales,10,Life Sciences,1055,Female,Sales Representative,3,Married,2220,18410
28,No,Sales,10,Medical,1056,Male,Sales Representative,2,Married,1052,23384
38,No,Research & Development,3,Other,1060,Male,Research Scientist,3,Married,2821,2997
50,No,Research & Development,2,Medical,1061,Male,Research Director,3,Married,19237,12853
37,No,Research & Development,3,Other,1062,Female,Healthcare Representative,2,Single,4107,13848
40,No,Sales,26,Marketing,1066,Male,Sales Executive,1,Married,8396,22217
26,No,Research & Development,1,Medical,1068,Female,Research Scientist,3,Divorced,2007,25265
46,No,Research & Development,1,Medical,1069,Male,Research Director,4,Divorced,19627,21445
54,No,Sales,2,Life Sciences,1070,Female,Sales Executive,3,Married,10686,8392
56,No,Research & Development,9,Medical,1071,Female,Research Scientist,3,Married,2942,12154
36,No,Research & Development,12,Medical,1073,Female,Manufacturing Director,4,Single,8858,15669
55,No,Research & Development,2,Medical,1074,Male,Manager,1,Single,16756,17323
43,No,Sales,25,Medical,1076,Male,Sales Executive,4,Divorced,10798,5268
20,Yes,Sales,9,Marketing,1077,Female,Sales Representative,4,Single,2323,17205
21,Yes,Research & Development,10,Life Sciences,1079,Female,Laboratory Technician,1,Single,1416,17258
46,No,Research & Development,8,Life Sciences,1080,Female,Research Scientist,1,Divorced,4615,21029
51,Yes,Research & Development,4,Life Sciences,1081,Male,Research Scientist,3,Married,2461,10332
28,Yes,Research & Development,24,Technical Degree,1082,Male,Healthcare Representative,1,Single,8722,12355
26,No,Research & Development,1,Medical,1083,Male,Laboratory Technician,1,Married,3955,11141
30,No,Research & Development,20,Other,1084,Male,Manufacturing Director,1,Married,9957,9096
41,No,Research & Development,7,Technical Degree,1085,Female,Research Scientist,3,Married,3376,18863
38,No,Research & Development,17,Life Sciences,1088,Female,Healthcare Representative,3,Married,8823,24608
40,No,Research & Development,20,Technical Degree,1092,Male,Healthcare Representative,4,Married,10322,26542
27,No,Research & Development,8,Life Sciences,1094,Male,Laboratory Technician,3,Married,4621,5869
55,No,Research & Development,2,Life Sciences,1096,Male,Manufacturing Director,2,Married,10976,15813
28,No,Research & Development,10,Other,1097,Female,Research Scientist,3,Single,3660,7909
44,Yes,Human Resources,1,Medical,1098,Male,Human Resources,1,Married,10482,2326
33,No,Research & Development,5,Life Sciences,1099,Male,Healthcare Representative,4,Divorced,7119,21214
35,Yes,Sales,4,Technical Degree,1100,Male,Sales Executive,1,Single,9582,10333
33,Yes,Research & Development,29,Medical,1101,Female,Research Scientist,3,Single,4508,3129
28,No,Research & Development,15,Life Sciences,1102,Male,Laboratory Technician,3,Divorced,2207,22482
34,No,Research & Development,3,Life Sciences,1103,Male,Healthcare Representative,4,Single,7756,22266
37,No,Sales,10,Life Sciences,1105,Female,Sales Executive,4,Divorced,6694,24223
25,Yes,Research & Development,4,Technical Degree,1106,Male,Laboratory Technician,4,Married,3691,4605
26,Yes,Research & Development,21,Medical,1107,Male,Laboratory Technician,3,Divorced,2377,19373
33,Yes,Research & Development,25,Medical,1108,Male,Research Scientist,2,Single,2313,2993
42,No,Research & Development,2,Medical,1109,Male,Manager,1,Married,17665,14399
28,Yes,Research & Development,1,Medical,1111,Male,Laboratory Technician,2,Divorced,2596,7160
50,Yes,Sales,1,Other,1113,Male,Sales Executive,3,Single,4728,17251
33,No,Sales,7,Life Sciences,1114,Female,Sales Executive,2,Married,4302,13401
34,No,Research & Development,3,Life Sciences,1115,Male,Research Scientist,4,Married,2979,22478
48,No,Research & Development,1,Medical,1116,Male,Manager,4,Single,16885,16154
45,No,Sales,9,Life Sciences,1117,Female,Sales Executive,3,Married,5593,17970
52,No,Research & Development,7,Life Sciences,1118,Male,Healthcare Representative,2,Single,10445,15322
38,No,Sales,10,Marketing,1119,Male,Sales Executive,3,Divorced,8740,5569
29,No,Research & Development,28,Life Sciences,1120,Female,Research Scientist,4,Divorced,2514,26968
28,No,Research & Development,3,Medical,1121,Female,Manufacturing Director,2,Divorced,7655,8039
46,No,Sales,3,Marketing,1124,Male,Manager,3,Married,17465,15596
38,No,Sales,2,Marketing,1125,Male,Sales Executive,2,Single,7351,20619
43,No,Research & Development,27,Life Sciences,1126,Female,Manufacturing Director,1,Married,10820,11535
39,Yes,Research & Development,2,Life Sciences,1127,Male,Healthcare Representative,4,Divorced,12169,13547
40,No,Research & Development,14,Medical,1128,Male,Research Director,3,Single,19626,17544
21,No,Research & Development,1,Technical Degree,1131,Female,Research Scientist,2,Single,2070,25326
39,No,Research & Development,9,Life Sciences,1132,Male,Laboratory Technician,2,Single,6782,8770
36,No,Research & Development,18,Life Sciences,1133,Male,Manufacturing Director,4,Single,7779,23238
31,No,Sales,20,Life Sciences,1135,Male,Sales Representative,4,Married,2791,21981
28,No,Research & Development,2,Life Sciences,1136,Male,Research Scientist,2,Married,3201,19911
35,No,Sales,11,Marketing,1137,Male,Sales Executive,4,Divorced,4968,18500
49,No,Sales,8,Technical Degree,1138,Male,Sales Executive,2,Married,13120,11879
34,No,Research & Development,2,Life Sciences,1140,Male,Manufacturing Director,3,Single,4033,15834
29,No,Research & Development,10,Life Sciences,1143,Female,Research Scientist,2,Divorced,3291,17940
42,No,Research & Development,29,Medical,1148,Male,Laboratory Technician,4,Single,4272,9558
29,No,Research & Development,8,Medical,1150,Male,Manufacturing Director,4,Married,5056,17689
38,No,Human Resources,1,Human Resources,1152,Male,Human Resources,3,Married,2844,6004
28,No,Research & Development,6,Life Sciences,1154,Male,Research Scientist,3,Divorced,2703,22088
18,Yes,Research & Development,8,Medical,1156,Male,Laboratory Technician,3,Single,1904,13556
33,Yes,Sales,9,Marketing,1157,Female,Sales Executive,1,Single,8224,18385
41,No,Research & Development,12,Life Sciences,1158,Male,Laboratory Technician,4,Married,4766,9051
31,Yes,Research & Development,15,Medical,1160,Male,Laboratory Technician,3,Married,2610,6233
37,No,Research & Development,25,Medical,1161,Female,Healthcare Representative,4,Divorced,5731,17171
27,No,Research & Development,6,Life Sciences,1162,Male,Research Scientist,3,Married,2539,7950
34,No,Sales,9,Life Sciences,1163,Female,Sales Executive,3,Married,5714,5829
35,No,Human Resources,8,Technical Degree,1164,Male,Human Resources,3,Single,4323,7108
29,Yes,Sales,23,Life Sciences,1165,Female,Sales Executive,1,Married,7336,11162
40,No,Research & Development,9,Medical,1166,Female,Research Director,3,Single,13499,13782
42,Yes,Sales,12,Life Sciences,1167,Male,Sales Executive,1,Single,13758,2447
42,No,Sales,4,Marketing,1171,Male,Sales Executive,1,Single,5155,2253
35,No,Research & Development,1,Medical,1172,Male,Laboratory Technician,3,Married,2258,16340
24,No,Research & Development,24,Medical,1173,Male,Laboratory Technician,2,Single,3597,6409
28,Yes,Research & Development,12,Life Sciences,1175,Female,Laboratory Technician,4,Married,2515,22955
26,No,Research & Development,3,Medical,1177,Male,Laboratory Technician,4,Married,4420,13421
30,No,Sales,10,Marketing,1179,Male,Sales Executive,3,Married,6578,2706
40,No,Research & Development,26,Medical,1180,Female,Research Scientist,4,Married,4422,21203
35,No,Research & Development,2,Life Sciences,1182,Male,Manufacturing Director,2,Divorced,10274,19588
34,No,Research & Development,1,Medical,1184,Male,Healthcare Representative,1,Single,5343,25755
35,No,Research & Development,4,Other,1185,Male,Laboratory Technician,4,Married,2376,26537
43,Yes,Sales,9,Marketing,1188,Female,Sales Executive,3,Single,5346,9489
32,No,Sales,2,Life Sciences,1190,Female,Sales Representative,1,Divorced,2827,14947
56,No,Research & Development,4,Technical Degree,1191,Female,Manager,1,Divorced,19943,18575
29,No,Research & Development,6,Medical,1192,Female,Laboratory Technician,4,Married,3131,26342
19,No,Research & Development,9,Life Sciences,1193,Male,Research Scientist,1,Single,2552,7172
45,No,Research & Development,7,Medical,1195,Female,Research Scientist,3,Married,4477,20100
37,No,Research & Development,1,Life Sciences,1196,Female,Manufacturing Director,4,Married,6474,9961
20,No,Research & Development,3,Life Sciences,1198,Male,Laboratory Technician,3,Single,3033,12828
44,Yes,Research & Development,10,Life Sciences,1200,Male,Research Scientist,3,Single,2936,10826
53,No,Research & Development,7,Medical,1201,Female,Manager,3,Divorced,18606,18640
29,No,Research & Development,15,Life Sciences,1202,Female,Research Scientist,4,Married,2168,26933
22,Yes,Research & Development,3,Life Sciences,1203,Male,Research Scientist,4,Married,2853,4223
46,No,Sales,2,Marketing,1204,Female,Manager,1,Married,17048,24097
44,No,Research & Development,17,Life Sciences,1206,Male,Research Scientist,3,Single,2290,4279
33,No,Human Resources,2,Human Resources,1207,Male,Human Resources,3,Married,3600,8429
41,Yes,Research & Development,5,Life Sciences,1210,Male,Research Scientist,1,Divorced,2107,20293
30,No,Sales,29,Life Sciences,1211,Male,Sales Executive,1,Divorced,4115,13192
40,No,Sales,2,Medical,1212,Male,Sales Executive,2,Married,4327,25440
50,No,Research & Development,2,Medical,1215,Female,Manager,1,Married,17856,9490
28,No,Research & Development,19,Medical,1216,Male,Laboratory Technician,1,Married,3196,12449
46,No,Research & Development,15,Life Sciences,1217,Male,Research Director,2,Married,19081,10849
35,No,Sales,17,Life Sciences,1218,Male,Sales Executive,1,Married,8966,21026
24,Yes,Research & Development,17,Life Sciences,1219,Female,Laboratory Technician,2,Married,2210,3372
33,No,Sales,25,Medical,1220,Female,Sales Executive,3,Married,4539,4905
36,No,Research & Development,6,Life Sciences,1221,Male,Laboratory Technician,3,Divorced,2741,6865
30,No,Research & Development,7,Life Sciences,1224,Male,Laboratory Technician,3,Divorced,3491,11309
44,No,Research & Development,29,Other,1225,Male,Research Scientist,4,Single,4541,7744
20,No,Sales,21,Marketing,1226,Male,Sales Representative,4,Single,2678,5050
46,No,Research & Development,2,Technical Degree,1228,Male,Manufacturing Director,4,Divorced,7379,17433
42,No,Human Resources,2,Medical,1231,Male,Human Resources,1,Married,6272,12858
60,No,Sales,7,Marketing,1233,Male,Sales Executive,4,Divorced,5220,10893
32,No,Research & Development,13,Other,1234,Female,Laboratory Technician,2,Married,2743,7331
32,No,Research & Development,2,Life Sciences,1235,Female,Research Scientist,3,Single,4998,2338
36,No,Research & Development,1,Technical Degree,1237,Female,Manufacturing Director,1,Divorced,10252,4235
33,No,Research & Development,9,Medical,1238,Male,Research Scientist,4,Married,2781,6311
40,No,Sales,10,Technical Degree,1239,Female,Sales Executive,2,Divorced,6852,11591
25,No,Sales,10,Life Sciences,1240,Male,Sales Executive,4,Single,4950,20623
30,No,Research & Development,1,Medical,1241,Male,Research Scientist,2,Married,3579,9369
42,No,Research & Development,26,Medical,1242,Female,Research Director,1,Married,13191,23281
35,No,Sales,8,Marketing,1243,Female,Sales Executive,4,Married,10377,13755
27,No,Research & Development,14,Life Sciences,1244,Male,Research Scientist,1,Married,2235,14377
54,No,Research & Development,1,Life Sciences,1245,Female,Manufacturing Director,3,Divorced,10502,9659
44,No,Research & Development,2,Life Sciences,1246,Female,Research Scientist,4,Married,2011,19982
19,Yes,Research & Development,10,Medical,1248,Female,Research Scientist,2,Single,1859,6148
29,No,Research & Development,1,Life Sciences,1249,Female,Research Scientist,4,Divorced,3760,5598
54,No,Research & Development,3,Life Sciences,1250,Male,Research Director,4,Married,17779,23474
31,No,Research & Development,11,Medical,1251,Male,Healthcare Representative,1,Married,6833,17089
31,No,Research & Development,24,Medical,1252,Female,Healthcare Representative,1,Single,6812,17198
59,No,Sales,3,Life Sciences,1254,Female,Sales Executive,4,Single,5171,16490
43,No,Research & Development,3,Life Sciences,1255,Male,Research Director,4,Married,19740,18625
49,No,Research & Development,4,Medical,1256,Male,Manager,3,Married,18711,12124
36,No,Research & Development,3,Technical Degree,1257,Male,Research Scientist,2,Married,3692,9256
48,No,Research & Development,2,Technical Degree,1258,Male,Laboratory Technician,2,Single,2559,16620
27,No,Research & Development,4,Life Sciences,1259,Male,Research Scientist,3,Divorced,2517,3208
29,No,Research & Development,7,Life Sciences,1260,Male,Healthcare Representative,4,Divorced,6623,4204
48,No,Research & Development,1,Life Sciences,1263,Male,Research Director,4,Single,18265,8733
29,No,Research & Development,1,Life Sciences,1264,Female,Research Director,4,Divorced,16124,3423
34,No,Research & Development,20,Technical Degree,1265,Female,Research Scientist,3,Married,2585,21643
44,No,Sales,5,Marketing,1267,Male,Manager,2,Married,18213,8751
33,No,Sales,10,Marketing,1268,Male,Sales Executive,3,Divorced,8380,21708
19,No,Research & Development,25,Life Sciences,1269,Female,Research Scientist,4,Single,2994,21221
23,No,Research & Development,1,Life Sciences,1270,Male,Research Scientist,3,Married,1223,16901
25,Yes,Sales,24,Life Sciences,1273,Male,Sales Representative,4,Single,1118,8040
26,No,Research & Development,4,Life Sciences,1275,Male,Research Scientist,4,Single,2875,9973
45,Yes,Sales,2,Marketing,1277,Female,Manager,2,Single,18824,2493
55,No,Research & Development,8,Medical,1278,Male,Healthcare Representative,2,Divorced,13577,25592
21,Yes,Research & Development,10,Life Sciences,1279,Female,Laboratory Technician,3,Single,2625,25308
46,No,Sales,4,Marketing,1280,Female,Manager,2,Married,18789,9946
34,No,Sales,2,Marketing,1281,Female,Sales Executive,1,Single,4538,6039
51,No,Sales,9,Life Sciences,1282,Male,Manager,2,Divorced,19847,19196
59,No,Research & Development,18,Medical,1283,Male,Manufacturing Director,4,Single,10512,20002
34,No,Research & Development,19,Medical,1285,Female,Laboratory Technician,2,Divorced,4444,22534
28,No,Research & Development,1,Medical,1286,Male,Laboratory Technician,3,Single,2154,6842
44,No,Research & Development,4,Life Sciences,1288,Male,Manager,1,Divorced,19190,17477
34,No,Human Resources,11,Life Sciences,1289,Male,Human Resources,2,Married,4490,21833
35,No,Research & Development,6,Life Sciences,1291,Male,Research Scientist,3,Married,3506,6020
42,No,Research & Development,7,Medical,1292,Female,Research Scientist,2,Married,2372,5628
43,No,Sales,4,Marketing,1293,Female,Sales Executive,4,Single,10231,20364
36,No,Research & Development,2,Life Sciences,1294,Female,Manufacturing Director,2,Single,5410,2323
44,Yes,Research & Development,15,Medical,1295,Female,Healthcare Representative,4,Married,7978,14075
28,No,Research & Development,2,Life Sciences,1296,Male,Laboratory Technician,4,Married,3867,14222
51,No,Research & Development,6,Medical,1297,Female,Laboratory Technician,3,Single,2838,4257
30,No,Research & Development,9,Medical,1298,Female,Manufacturing Director,3,Single,4695,12858
29,Yes,Research & Development,7,Technical Degree,1299,Female,Laboratory Technician,3,Divorced,3339,17285
28,No,Research & Development,1,Technical Degree,1301,Male,Research Scientist,1,Single,2080,4732
25,No,Research & Development,1,Medical,1303,Female,Research Scientist,2,Single,2096,18830
32,No,Sales,8,Medical,1304,Male,Sales Executive,4,Married,6209,11693
45,No,Research & Development,25,Medical,1306,Female,Manager,2,Single,18061,13035
39,No,Research & Development,13,Medical,1307,Female,Manager,2,Divorced,17123,17334
58,No,Research & Development,23,Life Sciences,1308,Male,Research Scientist,3,Divorced,2372,26076
32,Yes,Research & Development,7,Life Sciences,1309,Male,Laboratory Technician,3,Married,4883,22845
39,Yes,Research & Development,23,Medical,1310,Male,Research Scientist,1,Single,3904,22154
30,No,Research & Development,6,Technical Degree,1311,Female,Laboratory Technician,4,Married,4627,23631
36,No,Research & Development,10,Technical Degree,1312,Female,Healthcare Representative,3,Married,7094,5747
46,No,Human Resources,1,Life Sciences,1314,Female,Human Resources,1,Single,3423,22957
28,No,Research & Development,1,Life Sciences,1315,Female,Laboratory Technician,4,Married,6674,16392
50,No,Research & Development,28,Life Sciences,1317,Female,Research Director,1,Married,16880,22422
40,Yes,Sales,25,Marketing,1318,Male,Sales Executive,2,Single,9094,17235
52,Yes,Sales,5,Life Sciences,1319,Male,Sales Executive,2,Single,8446,21534
30,No,Research & Development,17,Medical,1321,Female,Manager,1,Married,11916,25927
39,No,Research & Development,18,Life Sciences,1322,Male,Manufacturing Director,3,Single,4534,13352
31,No,Sales,2,Life Sciences,1324,Female,Sales Executive,3,Divorced,9852,8935
41,No,Sales,10,Medical,1329,Male,Sales Executive,2,Single,6151,22074
31,Yes,Sales,1,Life Sciences,1331,Female,Sales Representative,2,Single,2302,8319
44,Yes,Research & Development,3,Life Sciences,1333,Male,Laboratory Technician,1,Married,2362,14669
42,No,Research & Development,2,Life Sciences,1334,Male,Manager,3,Married,17861,26582
55,No,Research & Development,2,Medical,1336,Female,Manager,3,Married,19187,6992
56,No,Human Resources,8,Life Sciences,1338,Male,Manager,2,Single,19717,4022
40,No,Research & Development,16,Life Sciences,1340,Male,Research Scientist,3,Divorced,3544,8532
34,No,Research & Development,9,Life Sciences,1344,Male,Healthcare Representative,4,Divorced,8500,5494
40,No,Research & Development,2,Life Sciences,1346,Male,Research Scientist,4,Single,4661,22455
41,No,Sales,1,Marketing,1349,Female,Sales Executive,1,Divorced,4103,4297
35,No,Research & Development,4,Life Sciences,1350,Male,Research Scientist,3,Single,4249,2690
51,No,Human Resources,5,Life Sciences,1352,Male,Manager,2,Divorced,14026,17588
38,No,Sales,2,Life Sciences,1355,Female,Sales Executive,1,Divorced,6893,19461
34,No,Sales,15,Medical,1356,Female,Sales Executive,1,Single,6125,23553
25,No,Research & Development,19,Medical,1358,Male,Laboratory Technician,4,Married,3669,9075
58,Yes,Research & Development,7,Medical,1360,Female,Manufacturing Director,1,Married,10008,12023
40,No,Research & Development,1,Life Sciences,1361,Male,Laboratory Technician,2,Married,2387,6762
36,No,Sales,7,Marketing,1362,Female,Sales Executive,1,Married,4639,2261
48,No,Research & Development,4,Life Sciences,1363,Male,Manufacturing Director,4,Single,7898,18706
27,No,Sales,11,Medical,1364,Female,Sales Representative,4,Married,2534,6527
51,No,Research & Development,11,Technical Degree,1367,Female,Manufacturing Director,2,Single,13142,24439
18,No,Research & Development,1,Life Sciences,1368,Female,Laboratory Technician,4,Single,1611,19305
35,No,Research & Development,1,Medical,1369,Female,Laboratory Technician,4,Married,5363,10846
27,No,Sales,2,Life Sciences,1371,Male,Sales Executive,4,Single,5071,20392
55,Yes,Sales,13,Marketing,1372,Male,Sales Executive,3,Single,13695,9277
56,No,Research & Development,23,Life Sciences,1373,Male,Manufacturing Director,2,Married,13402,18235
34,No,Research & Development,26,Technical Degree,1374,Female,Research Scientist,3,Divorced,2029,15891
40,No,Research & Development,2,Medical,1375,Female,Healthcare Representative,3,Divorced,6377,13888
34,No,Research & Development,29,Medical,1377,Male,Laboratory Technician,3,Married,5429,17491
31,Yes,Sales,2,Life Sciences,1379,Female,Sales Representative,4,Single,2785,11882
35,Yes,Sales,18,Marketing,1380,Female,Sales Executive,3,Married,4614,23288
38,No,Research & Development,7,Life Sciences,1382,Male,Research Scientist,3,Divorced,2610,15748
34,No,Research & Development,2,Technical Degree,1383,Female,Healthcare Representative,4,Single,6687,6163
28,No,Sales,26,Life Sciences,1387,Male,Sales Executive,1,Married,4724,24232
31,Yes,Research & Development,22,Medical,1389,Male,Manufacturing Director,3,Married,6179,21057
39,No,Sales,21,Life Sciences,1390,Male,Sales Executive,4,Married,6120,3567
51,No,Sales,2,Marketing,1391,Male,Sales Executive,2,Married,10596,15395
41,No,Research & Development,22,Life Sciences,1392,Female,Research Scientist,4,Divorced,5467,13953
37,No,Research & Development,4,Life Sciences,1394,Male,Research Scientist,3,Married,2996,5182
33,No,Sales,5,Life Sciences,1395,Male,Sales Executive,4,Married,9998,19293
32,No,Sales,2,Marketing,1396,Male,Sales Executive,2,Married,4078,20497
39,No,Research & Development,25,Life Sciences,1397,Male,Healthcare Representative,3,Married,10920,3449
25,No,Sales,18,Life Sciences,1399,Male,Sales Executive,3,Married,6232,12477
52,No,Research & Development,28,Medical,1401,Female,Manufacturing Director,3,Married,13247,9731
43,No,Research & Development,6,Medical,1402,Female,Research Scientist,3,Single,4081,20003
27,No,Sales,10,Marketing,1403,Female,Sales Executive,4,Married,5769,7100
27,Yes,Research & Development,17,Life Sciences,1405,Female,Research Scientist,3,Single,2394,25681
26,No,Research & Development,2,Medical,1407,Male,Research Scientist,4,Single,3904,4050
42,No,Human Resources,10,Human Resources,1408,Female,Manager,1,Married,16799,16616
52,No,Research & Development,8,Other,1409,Female,Laboratory Technician,1,Married,2950,17363
37,No,Research & Development,11,Medical,1411,Female,Laboratory Technician,3,Single,3629,19106
35,No,Research & Development,18,Life Sciences,1412,Male,Manufacturing Director,4,Single,9362,19944
25,No,Research & Development,1,Technical Degree,1415,Male,Laboratory Technician,4,Married,3229,4910
26,No,Research & Development,7,Other,1417,Male,Laboratory Technician,1,Single,3578,23577
